,rcdts,type,school_name,district,city,school_type,chronic_absenteeism,chronic_absenteeism_hispanic_or_latino,percent_ela_proficiency,percent_ela_proficiency_hispanic_or_latino,percent_math_proficiency,percent_math_proficiency_hispanic_or_latino,percent_science_proficiency,percent_science_proficiency_hispanic_or_latino,school_name_2,school_id,address,grade_cat,lat,long,geometry,commnty
399,1.50163E+14,School,Walsh Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,41.2,41.3,19.7,18.8,11.7,10.9,32.6,35.3,Walsh,610216,2015 S PEORIA ST,ES,41.85483575,-87.64808617,c(-87.6480861741978,LOWER WEST SIDE
400,1.50163E+14,School,Ward  J Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,8.5,41.9,38.7,17.6,35.5,14.7,63.6,NA,Ward J,610217,2701 S SHIELDS AVE,ES,41.84398009,-87.63535579,c(-87.6353557886412,ARMOUR SQUARE
401,1.50163E+14,School,Ward  L Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,56,61.1,5.6,11.1,2.1,0,11.9,NA,Ward L,610133,646 N LAWNDALE AVE,ES,41.89323561,-87.71879729,c(-87.7187972930355,HUMBOLDT PARK
402,1.50163E+14,School,Warren Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,34.3,NA,22,NA,7.7,NA,30.4,NA,Warren,610218,9239 S JEFFERY AVE,ES,41.72676291,-87.57535255,c(-87.575352548793,CALUMET HEIGHTS
403,1.50163E+14,School,Washington  G Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,30.6,30.4,26.3,25.5,19.1,18.3,49.4,51.3,Washington G Es,610219,3611 E 114TH ST,ES,41.68813148,-87.5360153,c(-87.5360152991867,EAST SIDE
404,1.50163E+14,School,Washington  H Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,36.8,NA,16.7,NA,6,NA,16.4,NA,Washington H Es,610124,9130 S UNIVERSITY AVE,ES,41.72853414,-87.59625662,c(-87.5962566166771,BURNSIDE
405,1.50163E+14,School,Waters Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,19.6,31.8,52.3,29.1,47,16.7,82.5,62.5,Waters,610220,4540 N CAMPBELL AVE,ES,41.9643654,-87.69133251,c(-87.6913325114167,LINCOLN SQUARE
406,1.50163E+14,School,Webster Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,34.9,NA,18.5,NA,9.2,NA,15.4,NA,Webster,610221,4055 W ARTHINGTON ST,ES,41.86991586,-87.72752437,c(-87.7275243744019,WEST GARFIELD PARK
407,1.50163E+14,School,Wells Preparatory Elem Academy,City of Chicago SD 299,Chicago,ELEMENTARY,35,NA,30.9,NA,8.6,NA,18.2,NA,Wells Es,610110,249 E 37TH ST,ES,41.82735527,-87.61977966,c(-87.619779660404,DOUGLAS
408,1.50163E+14,School,Wentworth Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,48,60,5.3,13,4,0,17.3,NA,Wentworth,610223,1340 W 71ST ST,ES,41.7650759,-87.65820484,c(-87.6582048363058,WEST ENGLEWOOD
409,1.50163E+14,School,West Park Elem Academy,City of Chicago SD 299,Chicago,ELEMENTARY,38.2,35,20,20.6,3.9,4,27.2,29.8,West Park,610100,1425 N TRIPP AVE,ES,41.90690721,-87.7324431,c(-87.7324430956503,HUMBOLDT PARK
410,1.50163E+14,School,West Ridge Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,35.2,45,26.7,16.7,20.5,11.5,45.8,28.1,West Ridge,610542,6700 N WHIPPLE ST,ES,42.00295899,-87.70591721,c(-87.7059172053333,WEST RIDGE
411,1.50163E+14,School,Westcott Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,41.3,NA,10,NA,2.4,NA,25.5,NA,Westcott,610300,409 W 80TH ST,ES,41.74886823,-87.63475052,c(-87.6347505165275,CHATHAM
412,1.50163E+14,School,Whistler Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,31,NA,20.9,NA,12.2,NA,21.2,NA,Whistler,610225,11533 S ADA ST,ES,41.68390701,-87.65538382,c(-87.6553838211365,WEST PULLMAN
413,1.50163E+14,School,White Elem Career Academy,City of Chicago SD 299,Chicago,ELEMENTARY,54.8,NA,12.2,NA,1.3,NA,20,NA,White,610315,1136 W 122ND ST,ES,41.67230941,-87.65053854,c(-87.650538541879,WEST PULLMAN
414,1.50163E+14,School,Whitney Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,33.8,33.6,19.3,19,13.1,12.9,43.8,43.4,Whitney,610227,2815 S KOMENSKY AVE,ES,41.84008043,-87.72554564,c(-87.7255456427176,SOUTH LAWNDALE
415,1.50163E+14,School,Whittier Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,42.9,42.9,4.2,4.3,4.2,4.3,22.9,20.6,Whittier,610228,1900 W 23RD ST,ES,41.85048089,-87.67339165,c(-87.6733916543221,LOWER WEST SIDE
416,1.50163E+14,School,Wildwood Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,13.2,18.6,57.2,57.9,55.1,31.6,66.7,50,Wildwood,610230,6950 N HIAWATHA AVE,ES,42.00749067,-87.77834486,c(-87.7783448615314,FOREST GLEN
417,1.50163E+14,School,Woodlawn Elem Community School,City of Chicago SD 299,Chicago,ELEMENTARY,36.8,NA,33,NA,12.5,NA,48,NA,Woodlawn,609977,6657 S KIMBARK AVE,ES,41.77336553,-87.594392,c(-87.5943919955956,WOODLAWN
418,1.50163E+14,School,Woodson South Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,58.6,NA,7.8,NA,5.6,NA,15.5,NA,Woodson,610345,4414 S EVANS AVE,ES,41.8144988,-87.60841877,c(-87.6084187684696,GRAND BOULEVARD
419,1.50163E+14,School,Yates Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,40.3,44.5,15.3,14.8,8,8.1,23.7,24.5,Yates,610234,1839 N RICHMOND ST,ES,41.91503855,-87.70028031,c(-87.7002803125981,LOGAN SQUARE
420,1.50163E+14,School,Young Elem School,City of Chicago SD 299,Chicago,ELEMENTARY,46.6,51.9,9.4,8.5,3,1.7,11.5,12.5,Young Es,610235,1434 N PARKSIDE AVE,ES,41.90679057,-87.76714285,c(-87.7671428460121,AUSTIN
421,1.50163E+14,School,Zapata Elem Academy,City of Chicago SD 299,Chicago,ELEMENTARY,32.2,32.2,31.3,31.3,20,20,52.5,52.5,Zapata,609973,2728 S KOSTNER AVE,ES,41.8413938,-87.73431332,c(-87.7343133238025,SOUTH LAWNDALE
